branch_id,branch_name,primary_branch_id,primary_branch_name,specialization_name,vertical
ELEC022,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ELEC,Electrical And Electronics Engineering,MBA,Engineering
ELEC023,"Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,VLSI,Engineering
ELEC024,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ELEC,Electrical And Electronics Engineering,,Engineering
ELEC025,"VLSI Design and Technology (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,,Engineering
ELEC026,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ELEC,Electronics And Communications Engineering,VLSI,Engineering
ELEC027,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ELEC,Electrical Engineering,Power Systems Engineering,Engineering
ELEC028,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",ELEC,Electrical And Electronics Engineering,,Engineering
ELEC029,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,,Engineering
ELEC030,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ELEC,Electronics And Communications Engineering,,Engineering
ELEC031,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",ELEC,Electrical Engineering,VLSI,Engineering
ELEC032,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,,Engineering
ELEC033,"Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,Design,Engineering
ELEC034,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,,Engineering
ELEC035,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",ELEC,Electronics And Communications Engineering,,Engineering
ELEC036,"B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ELEC,Electronics And Communications Engineering,VLSI,Engineering
ELEC037,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,VLSI,Engineering
ELEC038,"Electronic Engineering (4 Years, Bachelor of Technology)",ELEC,Electrical Engineering,,Engineering
ELEC039,"Integrated B. Tech. - M. Tech in Electrical Engineering (5 Years, Integrated B. Tech. and M. Tech.)",ELEC,Electrical Engineering,,Engineering
ELEC040,"B.Tech in Electrical Engineering ( Rail Engineering) (4 Years, Bachelor of Technology)",ELEC,Electrical Engineering,Rail Engineering,Engineering
ELEC041,"B.Tech in Electronics & Communication Engineering (Rail Engineering) (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,Rail Engineering,Engineering
ELEC042,"Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",ELEC,Electronics And Communications Engineering,Avionics Engineering,Engineering
ELEC043,EC Electronics,ELEC,Electronics And Communications Engineering,,Engineering
ELEC044,EE Electrical,ELEC,Electrical Engineering,,Engineering
ELEC045,"EI Elec. Inst.
Engg",ELEC,Electrical Engineering,Instrumentation Engineering,Engineering
ELEC046,"ET Elec.
Telecommn. Engg.",ELEC,Electronics And Communications Engineering,,Engineering
ELEC047,MD Med.Elect.,ELEC,Electrical Engineering,Biomedical Engineering,Engineering
ELEC048,TC Telecommn.,ELEC,Electronics And Communications Engineering,,Engineering
ELEC049,"EL Electronics,
Instr. Tech.",ELEC,Electrical Engineering,Instrumentation Engineering,Engineering
ELEC050,"BE Bio-Electronics
Engg.",ELEC,Electronics And Communications Engineering,Biotechnology,Engineering
ELEC051,"ER Electrical and
Computer",ELEC,Electrical Engineering,Computer Science And Engineering,Engineering
ELEC052,"ES Electronics and
Computer",ELEC,Electronics And Communications Engineering,Computer Science And Engineering,Engineering
ELEC053,"II EC -Industrial
Integrated",ELEC,Electronics And Communications Engineering,,Engineering
ELEC054,Electrical Engineering,ELEC,Electrical Engineering,,Engineering
ELEC055,"Electronics and
Telecommunication Engg",ELEC,Electronics And Communications Engineering,,Engineering
ELEC056,"Electrical Engg[Electronics
and Power]",ELEC,Electrical Engineering,Power Systems Engineering,Engineering
ELEC057,"Electronics and Computer
Engineering",ELEC,Electronics And Communications Engineering,,Engineering
ELEC058,5G,ELEC,Electronics And Communications Engineering,,Engineering
ELEC059,Electrical Engg [Electrical and Power],ELEC,Electronics And Communications Engineering,,Engineering
ELEC060,Electronics Engineering,ELEC,Electronics And Communications Engineering,,Engineering
ELEC061,"Electronics Engineering (
VLSI Design and",ELEC,Electronics And Communications Engineering,VLSI,Engineering
ELEC062,"Electrical and Electronics
Engineering",ELEC,Electrical And Electronics Engineering,,Engineering
ELEC063,"Electronics and
Communication(Advanced",ELEC,Electronics And Communications Engineering,,Engineering
ELEC064,Electronics and Communications Engineering,ELEC,Electronics And Communications Engineering,,Engineering
ELEC065,"Electronics and
Biomedical Engineering",ELEC,Electronics And Communications Engineering,Biomedical Engineering,Engineering
ELEC066,"Electronics and
Communication",ELEC,Electronics And Communications Engineering,,Engineering
ELEC067,Electronics and Communications (ECE),ELEC,Electronics And Communications Engineering,,Engineering
ELEC068,Electrical and Electronics (EEE),ELEC,Electrical And Electronics Engineering,,Engineering
ELEC069,Electrical/Electronics,ELEC,Electrical Engineering,,Engineering
ENERGYENG,Energy Engineering,,,,Engineering
ENERGYENG001,"Energy Engineering (4 Years, Bachelor of Technology)",ENERGYENG,Energy Engineering,,Engineering
ENERGYENG002,"SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",ENERGYENG,Energy Engineering,,Engineering
ENERGYENG003,"EG Energy
Engineering",ENERGYENG,Energy Engineering,,Engineering
ENERGYENG004,Energy Engineering,ENERGYENG,Energy Engineering,,Engineering
ENGDES,Engineering Design,,,,Engineering
ENGDES001,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ENGDES,Engineering Design,,Engineering
ENGDES002,Engineering Design,ENGDES,Engineering Design,,Engineering
ENGLISH,English,,,,Humanities
ENGLISH001,"English, Political Science, Economics",ENGLISH,English,,Humanities
ENGLISH002,English,ENGLISH,English,,Humanities
ENGLISH003,"English, Political Science",ENGLISH,English,,Humanities
ENGPHY,Engineering Physics,,,,Engineering
ENGPHY001,"Engineering Physics (4 Years, Bachelor of Technology)",ENGPHY,Engineering Physics,,Engineering
ENGPHY002,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",ENGPHY,Engineering Physics,,Engineering
ENGPHY003,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ENGPHY,Engineering Physics,MBA,Engineering
ENGPHY004,Engineering Physics,ENGPHY,Engineering Physics,,Engineering
ENGSCI,Engineering Science,,,,Engineering
ENGSCI001,"Engineering Science (4 Years, Bachelor of Technology)",ENGSCI,Engineering Science,,Engineering
ENVENG,Environmental Engineering,,,,Engineering
ENVENG001,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",ENVENG,Environmental Engineering,,Engineering
ENVENG002,"Environmental Engineering (4 Years, Bachelor of Technology)",ENVENG,Environmental Engineering,,Engineering
ENVENG003,EN Environmental,ENVENG,Environmental Engineering,,Engineering
ENVENG004,Environmental,ENVENG,Environmental Engineering,,Engineering
ENVENG005,Environmental Science and Engineering,ENVENG,Environmental Engineering,,Engineering
FIN,Finance,,,,Commerce
FIN001,Finance,FIN,Finance,,Commerce
FISH,Fishery Science,,,,Science
FISH001,Fishery,FISH,Fishery Science,,Science
FOODENG,Food Engineering,,,,Engineering
FOODENG001,"Food Process Engineering (4 Years, Bachelor of Technology)",FOODENG,Food Engineering,,Engineering
FOODENG002,"Food Engineering and Technology (4 Years, Bachelor of Technology)",FOODENG,Food Engineering,,Engineering
FOODENG003,"Food Technology and Management (4 Years, Bachelor of Technology)",FOODENG,Food Engineering,,Engineering
FOODENG004,"Food Technology (4 Years, Bachelor of Technology)",FOODENG,Food Engineering,,Engineering
FOODENG005,Food Technology,FOODENG,Food Engineering,,Engineering
FOODENG006,"Food Engineering and
Technology",FOODENG,Food Engineering,,Engineering
FOODENG007,Food Technology and Management,FOODENG,Food Engineering,,Engineering
FOODENG008,Food Tech,FOODENG,Food Engineering,,Engineering
FORENSIC,Forensic Science,,,,Science
FORENSIC001,Forensic Science,FORENSIC,Forensic Science,,Science
FOREST,Forestry,,,,Science
GENENG,General Engineering,,,,Engineering
GENENG001,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",GENENG,General Engineering,,Engineering
GENSCI,Science,,,,Science
GENSCI001,General Science,GENSCI,Science,,Science
GENSCI002,BS B.Sc (Honours),GENSCI,General Science,,Science
GENSCI003,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",GENSCI,Science,,Science
GEO,Geology / Geophysics / Geological Technology,,,,Science
GEO001,Geology,GEO,Geology / Geophysics / Geological Technology,,Science
GEO002,Geophysics,GEO,Geology / Geophysics / Geological Technology,,Science
GEO003,"Geological Technology (5 Years, Integrated Master of Technology)",GEO,Geological Technology,,Science
GEO004,"Geophysical Technology (5 Years, Integrated Master of Technology)",GEO,Geological Technology,,Science
GEO005,"Applied Geology (4 Years, Bachelor of Science)",GEO,Geology,,Science
GEO006,"Exploration Geophysics (4 Years, Bachelor of Science)",GEO,Geophysics,,Science
GEO007,"Applied Geophysics (5 Years, Integrated Master of Technology)",GEO,Geophysics,,Science
GEO008,"Applied Geology (5 Years, Integrated Master of Technology)",GEO,Geology,,Science
GEO009,Geology,GEO,Geology,,Science
HCL,HCL Techbee,,,,Engineering
HIST,History,,,,Humanities
HIST001,"History, Economics, Public Administration",HIST,History,,Humanities
HIST002,"History, Economics, Political Science",HIST,History,,Humanities
HIST003,"History, Economics",HIST,History,,Humanities
HIST004,"History, Economics, English",HIST,History,,Humanities
HOMEO,Homeopathy,,,,Homeopathy
HOMEO001,Homeopathy,HOMEO,Homeopathy,,Homeopathy
HORTI,Horticulture,,,,Agriculture
HORTI001,Horticulture,HORTI,Horticulture,,Agriculture
HOTELMGT,Hotel Management,,,,Management
HOTELMGT001,Hotel Management,HOTELMGT,Hotel Management,,Management
INDCHEM,Industrial Chemistry,,,,Engineering
INDCHEM001,"Industrial Chemistry (4 Years, Bachelor of Technology)",INDCHEM,Industrial Chemistry,,Engineering
INDCHEM002,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",INDCHEM,Industrial Chemistry,,Engineering
INDENG,Industrial / Manufacturing / Production Engineering,,,,Engineering
INDENG001,Industrial Internet Of Things,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG002,Industrial Design,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG003,Internet Of Things,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG004,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG005,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG006,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG007,"Production Engineering (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG008,"Industrial Internet of Things (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG009,"Industrial Design (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG010,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG011,"IM Ind. Engg.
Mgmt.",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG012,OT Industrial IOT,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG013,IP Ind.Prodn.,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG014,Industrial IoT,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG015,Internet of Things (IOT),INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG016,"Manufacturing Science
and Engineering",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG017,Industrial Engineering,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG018,Manufacturing Engineering,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG019,Smart Manufacturing,INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG020,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INDENG021,"Smart Manufacturing (4 Years, Bachelor of Technology)",INDENG,Industrial / Manufacturing / Production Engineering,,Engineering
INSTRENG,Instrumentation Engineering,,,,Engineering
INSTRENG001,"Instrumentation Engineering (4 Years, Bachelor of Technology)",INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG002,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG003,"Instrumentation
Engineering",INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG004,"Instrumentation and
Control Engineering",INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG005,Instrumentation and Control Engineering,INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG006,Instrumentation,INSTRENG,Instrumentation Engineering,,Engineering
INSTRENG007,Instrumentation and Control Engineering,INSTRENG,Instrumentation Engineering,,Engineering
JAPANESE,Japanese,,,,Humanities
JAPANESE001,Japanese,JAPANESE,Japanese,,Humanities
JOURNAL,Journalism,,,,Humanities
JOURNAL001,Journalism,JOURNAL,Journalism,,Humanities
LABTECH,Medical Lab Technology,,,,Medical Allied
LABTECH001,DMLT,LABTECH,Medical Lab Technology,,Medical Allied
LABTECH002,Medical Laboratory,LABTECH,Medical Lab Technology,,Medical Allied
LIFESCI,Life Science,,,,Science
LIFESCI001,"Life Science (5 Years, Integrated Master of Science)",LIFESCI,Life Science,,Science
LIFESCI002,Life Sciences,LIFESCI,Life Science,,Science
LLB,LLB,,,,Law
LLB001,Law,LLB,LLB,,Law
MARINE,Marine / Ocean Engineering,,,,Engineering
MARINE001,Marine Engineering,MARINE,Marine / Ocean Engineering,,Engineering
MARINE002,Marine Engineering,MARINE,Marine / Ocean Engineering,,Engineering
MARINE003,"MR Marine
Engineering",MARINE,Marine Engineering,,Engineering
MARINE004,Marine Engineering,MARINE,Marine Engineering,,Engineering
MARINE005,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",MARINE,Ocean Engineering,,Engineering
MARINE006,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",MARINE,Ocean Engineering,,Engineering
MATH,Mathematics,,,,Science
MATH001,"BS in Mathematics (4 Years, Bachelor of Science)",MATH,Mathematics,,Science
MATH002,"Mathematics (5 Years, Integrated Master of Science)",MATH,Mathematics,,Science
MATH003,Mathematics,MATH,Mathematics,,Science
MBA,MBA,,,,Management
MBA001,Management,MBA,MBA,,Management
MBBS,MBBS,,,,Medicine
MECHENG,Mechanical / Mechatronics Engineering ,,,,Engineering
MECHENG001,Mechatronics Engineering,MECHENG,Mechanical / Mechatronics Engineering ,,Engineering
MECHENG002,Rail Engineering,MECHENG,Mechanical / Mechatronics Engineering ,,Engineering
MECHENG003,"Mechanical Engineering (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,,Engineering
MECHENG004,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,,Engineering
MECHENG005,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MECHENG,Mechanical Engineering ,,Engineering
MECHENG006,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",MECHENG,Mechanical Engineering ,MBA,Engineering
MECHENG007,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",MECHENG,Mechanical Engineering ,Mechatronics Engineering,Engineering
MECHENG008,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MECHENG,Mechanical Engineering ,Industrial Engineering,Engineering
MECHENG009,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,,Engineering
MECHENG010,"Mechatronics Engineering (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,,Engineering
MECHENG011,"B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",MECHENG,Mechanical Engineering ,Artificial Intelligence,Engineering
MECHENG012,"Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,Design,Engineering
MECHENG013,"B.Tech in Mechanical Engineering ( Rail Engineering) (4 Years, Bachelor of Technology)",MECHENG,Mechanical Engineering ,Rail Engineering,Engineering
MECHENG014,ME Mechanical,MECHENG,Mechanical Engineering ,,Engineering
MECHENG015,MT Mechatronics,MECHENG,Mechanical Engineering ,Mechatronics Engineering,Engineering
MECHENG016,"MM Mechanical,
Smart Manf.",MECHENG,Mechanical Engineering ,Smart Manufacturing,Engineering
MECHENG017,"MK Mechanical Engg
(Kannada)",MECHENG,Mechanical Engineering ,,Engineering
MECHENG018,Mechanical Engineering,MECHENG,Mechanical Engineering ,,Engineering
MECHENG019,"Mechanical & Automation
Engineering",MECHENG,Mechanical Engineering ,,Engineering
MECHENG020,Mechatronics Engineering,MECHENG,Mechanical Engineering ,Mechatronics Engineering,Engineering
MECHENG021,"Mechanical and
Mechatronics Engineering",MECHENG,Mechanical Engineering ,Mechatronics Engineering,Engineering
MECHENG022,"Mechanical
Engineering[Sandwich]",MECHENG,Mechanical Engineering ,,Engineering
MECHENG023,Mechanical,MECHENG,Mechanical Engineering ,,Engineering
MECHENG024,Mechanical,MECHENG,Mechanical Engineering ,,Engineering
MEMS,Metallurgy Engineering And Material Science,,,,Engineering
MEMS001,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS002,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS003,"Materials Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS004,"Materials Science and Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS005,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS006,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",MEMS,Metallurgy Engineering And Material Science,MBA,Engineering
MEMS007,"Metallurgical Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS008,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS009,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS010,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS011,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS012,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS013,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS014,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS015,"Materials Engineering (5 Years, Integrated Master of Technology)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS016,"Integrated B. Tech.- M. Tech in Metallurgical & Materials Engineering (5 Years, Integrated B. Tech. and M. Tech.)",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS017,"Metallurgy and Material
Technology",MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS018,Materials Engineering,MEMS,Metallurgy Engineering And Material Science,,Engineering
MEMS019,Metallurgy,MEMS,Metallurgy Engineering And Material Science,,Engineering
MININGENG,Mining Engineering,,,,Engineering
MININGENG001,"Mining Engineering (4 Years, Bachelor of Technology)",MININGENG,Mining Engineering,,Engineering
MININGENG002,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",MININGENG,Mining Engineering,,Engineering
MININGENG003,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",MININGENG,Mining Engineering,,Engineering
MININGENG004,"MN Mining
Engineering",MININGENG,Mining Engineering,,Engineering
MININGENG005,Mining Engineering,MININGENG,Mining Engineering,,Engineering
MININGENG006,Mining,MININGENG,Mining Engineering,,Engineering
MNC,Mathematics And Computing,,,,Science
MNC001,"Mathematics and Computing (4 Years, Bachelor of Technology)",MNC,Mathematics And Computing,,Science
MNC002,"Mathematics and Computing (4 Years, Bachelor of Science)",MNC,Mathematics And Computing,,Science
MNC003,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",MNC,Mathematics And Computing,,Science
MNC004,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",MNC,Mathematics And Computing,,Science
MNC005,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",MNC,Mathematics And Computing,,Science
MNC006,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",MNC,Mathematics And Computing,,Science
MNC007,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",MNC,Mathematics And Computing,,Science
MNC008,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",MNC,Mathematics And Computing,MBA,Science
MNC009,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",MNC,Mathematics And Computing,,Science
MNC010,"Mathematics and Computing (5 Years, Integrated Master of Science)",MNC,Mathematics And Computing,,Science
MNC011,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",MNC,Mathematics And Computing,,Science
MNC012,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",MNC,Mathematics And Computing,,Science
MNC013,"MC Mathamatics and
Computing",MNC,Mathematics And Computing,,Science
MNC014,Mathematics and Computing,MNC,Mathematics And Computing,,Science
MUSIC,Music,,,,Humanities
NATSCI,Natural Science,,,,Science
NATSCI001,Natural Science,NATSCI,Natural Science,,Science
NATSCI002,Natural Sciences,NATSCI,Natural Science,,Science
NATURO,Naturopathy,,,,Naturopathy
NAUTICALSCI,Nautical Science,,,,Engineering
NAUTICALSCI001,Nautical Science,NAUTICALSCI,Nautical Science,,Engineering
NURSING,Nursing,,,,Medical Allied
OILPAINTTECH,"Oil, Paints, Dye Technology",,,,Engineering
OILPAINTTECH001,Oil and Paints Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH002,Dyestuff Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH003,"Oil,Oleochemicals and
Surfactants Technology",OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH004,Surface Coating Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH005,Oil Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH006,Oil Fats and Waxes Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OILPAINTTECH007,Paints Technology,OILPAINTTECH,"Oil, Paints, Dye Technology",,Engineering
OTHER,Other,,,,Other
OTHER001,Ms/Bs,OTHER,Other,,Other
OTHER002,Other-Science,OTHER,Other,,Other
OTHER003,Other-Medical,OTHER,Other,,Other
OTHER004,Other-Engineering,OTHER,Other,,Other
OTHER005,Other - Medical,OTHER,Other,,Other
OTHER006,Other,OTHER,Other,,Other
OTHER007,"Other - Medical, Pathology",OTHER,Other,,Other
PAPERENG,Paper And Printing Engineering,,,,Engineering
PAPERENG001,Paper and Pulp Technology,PAPERENG,Paper And Printing Engineering,,Engineering
PARAMED,Paramedical,,,,Medical Allied
PETROLENG,Petroleum Engineering,,,,Engineering
PETROLENG001,"Petroleum Engineering (4 Years, Bachelor of Technology)",PETROLENG,Petroleum Engineering,,Engineering
PETROLENG002,"PL Petroleum
Engineering",PETROLENG,Petroleum Engineering,,Engineering
PHARMA,Pharmacy,,,,Medical Allied
PHARMAENG,Pharmaceutical Engineering,,,,Engineering
PHARMAENG001,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",PHARMAENG,Pharmaceutical Engineering,,Engineering
PHARMAENG002,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",PHARMAENG,Pharmaceutical Engineering,,Engineering
PHARMAENG003,Pharmaceutical and Fine Chemical Technology,PHARMAENG,Pharmaceutical Engineering,,Engineering
PHARMAENG004,"Pharmaceuticals
Chemistry and Technology",PHARMAENG,Pharmaceutical Engineering,,Engineering
PHYSICS,Physics,,,,Science
PHYSICS001,"Physics, Chemistry, Mathematics",PHYSICS,Physics,,Science
PHYSICS002,"Physics (4 Years, Bachelor of Science)",PHYSICS,Physics,,Science
PHYSICS003,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",PHYSICS,Physics,,Science
PHYSICS004,"Physics with Specialization (4 Years, Bachelor of Science)",PHYSICS,Physics,,Science
PHYSICS005,"Physics (5 Years, Integrated Master of Science)",PHYSICS,Physics,,Science
PHYSICS006,Physics/Chemistry/Mathematics,PHYSICS,"Physics, Chemistry, Mathematics",,Science
PHYSICS007,"Physics, Chemistry, Mathematics",PHYSICS,"Physics, Chemistry, Mathematics",,Science
PHYSICS008,"Physics/Chemistry/Mathematics, Biology, Geology",PHYSICS,Physics,,Science
PHYSICS009,Physics,PHYSICS,Physics,,Science
PHYSIO,Physiotherapy,,,,Medical Allied
PHYSIO001,Physiotherapy/ BOT,PHYSIO,Physiotherapy,,Medical Allied
PHYSIO002,Physiotherapy,PHYSIO,Physiotherapy,,Medical Allied
PHYSIO003,Bachelor in occupational therapy,PHYSIO,Physiotherapy,,Medical Allied
PLAN,Planning,,,,Architecture
PLAN001,"Planning (4 Years, Bachelor of Planning)",PLAN,Planning,,Architecture
PLAN002,UP Planning,PLAN,Planning,,Architecture
PLAN003,UR Planning,PLAN,Planning,,Architecture
PLAN004,Urban Planning,PLAN,Planning,,Architecture
POLISCI,Political Science,,,,Humanities
POLISCI001,"Political Science, History, Economics",POLISCI,Political Science,,Humanities
POLISCI002,Political Science,POLISCI,Political Science,,Humanities
POLYMERTECH,Polymer Technology,,,,Engineering
POLYMERTECH001,PT Polymer Tech.,POLYMERTECH,Polymer Technology,,Engineering
POLYMERTECH002,Plastic and Polymer Engineering,POLYMERTECH,Polymer Technology,,Engineering
POLYMERTECH003,"Polymer Engineering and
Technology",POLYMERTECH,Polymer Technology,,Engineering
